,epoch,train_loss,val_loss
0,1,3136.2512679100037,0.0
1,2,1351.4933924674988,0.0
2,3,1339.8017716407776,0.0
3,4,1304.4490871429443,0.0
4,5,1273.7739176750183,0.0
5,6,1253.1523933410645,0.0
6,7,1242.6556143760681,0.0
7,8,1226.098376750946,0.0
8,9,1209.6312937736511,0.0
9,10,1201.5217909812927,1206.4608273506165
10,11,1184.3497686386108,0.0
11,12,1172.697494983673,0.0
12,13,1170.7664942741394,0.0
13,14,1151.746482372284,0.0
14,15,1139.047064781189,0.0
15,16,1134.3589181900024,0.0
16,17,1135.821048259735,0.0
17,18,1112.0703139305115,0.0
18,19,1107.2120013237,0.0
19,20,1100.8552522659302,1128.5771584510803
20,21,1086.3758778572083,0.0
21,22,1087.141077041626,0.0
22,23,1078.6969599723816,0.0
23,24,1072.4909453392029,0.0
24,25,1065.8821597099304,0.0
25,26,1063.655617237091,0.0
26,27,1053.7701787948608,0.0
27,28,1054.3832564353943,0.0
28,29,1042.155454158783,0.0
29,30,1043.4650292396545,1061.8148756027222
30,31,1039.3048419952393,0.0
31,32,1031.584644794464,0.0
32,33,1022.8526368141174,0.0
33,34,1022.1364059448242,0.0
34,35,1018.9198350906372,0.0
35,36,1013.2251920700073,0.0
36,37,1016.9024744033813,0.0
37,38,1005.870840549469,0.0
38,39,1014.1776776313782,0.0
39,40,1000.4013051986694,1017.5751428604126
40,41,1002.3125042915344,0.0
41,42,993.4684505462646,0.0
42,43,998.9580273628235,0.0
43,44,989.2287702560425,0.0
44,45,989.2403135299683,0.0
45,46,988.842246055603,0.0
46,47,988.5847415924072,0.0
47,48,989.3873944282532,0.0
48,49,987.319534778595,0.0
49,50,978.899543762207,1003.1166906356812
50,51,979.1768827438354,0.0
51,52,982.5380153656006,0.0
52,53,978.7059588432312,0.0
53,54,974.0604467391968,0.0
54,55,982.8160262107849,0.0
55,56,972.8854584693909,0.0
56,57,973.8592715263367,0.0
57,58,968.4520392417908,0.0
58,59,972.6745944023132,0.0
59,60,974.4060287475586,1022.4281754493713
60,61,967.3269238471985,0.0
61,62,964.9398951530457,0.0
62,63,963.2219982147217,0.0
63,64,956.3902807235718,0.0
64,65,960.7312359809875,0.0
65,66,959.4676518440247,0.0
66,67,958.8399496078491,0.0
67,68,965.7270064353943,0.0
68,69,963.326178073883,0.0
69,70,976.188328742981,978.5123014450073
70,71,957.030613899231,0.0
71,72,958.4687342643738,0.0
72,73,956.8535718917847,0.0
73,74,951.8270573616028,0.0
74,75,953.6632199287415,0.0
75,76,959.9996719360352,0.0
76,77,958.9507865905762,0.0
77,78,961.4452748298645,0.0
78,79,949.2925128936768,0.0
79,80,946.630618095398,973.6923604011536
80,81,952.0357089042664,0.0
81,82,957.752881526947,0.0
82,83,950.9381470680237,0.0
83,84,944.7523989677429,0.0
84,85,952.4706740379333,0.0
85,86,953.3064832687378,0.0
86,87,957.5571670532227,0.0
87,88,953.9753184318542,0.0
88,89,954.3035397529602,0.0
89,90,946.3081169128418,960.5324187278748
90,91,950.5067582130432,0.0
91,92,944.07874584198,0.0
92,93,952.6936538219452,0.0
93,94,953.2366895675659,0.0
94,95,949.887927532196,0.0
95,96,955.2044587135315,0.0
96,97,949.4793591499329,0.0
97,98,948.4661507606506,0.0
98,99,953.3644099235535,0.0
99,100,946.0603399276733,971.3743796348572
100,101,971.9209308624268,0.0
101,102,958.3715896606445,0.0
102,103,968.4736576080322,0.0
103,104,967.494966506958,0.0
104,105,969.8109612464905,0.0
105,106,953.7357206344604,0.0
106,107,956.510666847229,0.0
107,108,969.6901054382324,0.0
108,109,961.7649788856506,0.0
109,110,982.3148951530457,987.2069463729858
110,111,978.3997082710266,0.0
111,112,955.3680610656738,0.0
112,113,953.1981935501099,0.0
113,114,951.3556408882141,0.0
114,115,961.0877590179443,0.0
115,116,957.3536653518677,0.0
116,117,947.1692581176758,0.0
117,118,954.3334636688232,0.0
118,119,958.7012805938721,0.0
119,120,954.1743550300598,959.1454863548279
120,121,958.4726781845093,0.0
121,122,989.572714805603,0.0
122,123,984.4246015548706,0.0
123,124,967.2304773330688,0.0
124,125,958.0638165473938,0.0
125,126,963.6438374519348,0.0
126,127,968.9590525627136,0.0
127,128,964.9332566261292,0.0
128,129,962.033052444458,0.0
129,130,954.1193714141846,975.690465927124
130,131,963.2636713981628,0.0
131,132,976.6560373306274,0.0
132,133,979.0888981819153,0.0
133,134,968.3555145263672,0.0
134,135,965.0639367103577,0.0
135,136,955.7041792869568,0.0
136,137,962.3541035652161,0.0
137,138,961.7388806343079,0.0
138,139,960.6214470863342,0.0
139,140,961.6106185913086,965.6419658660889
140,141,965.7887682914734,0.0
141,142,973.6227884292603,0.0
142,143,968.9484333992004,0.0
143,144,980.1700873374939,0.0
144,145,974.807249546051,0.0
145,146,969.1424016952515,0.0
146,147,975.2786445617676,0.0
147,148,965.397810459137,0.0
148,149,986.996826171875,0.0
149,150,999.5294489860535,997.4433054924011
150,151,982.4429845809937,0.0
151,152,969.6986637115479,0.0
152,153,959.4600639343262,0.0
153,154,964.914746761322,0.0
154,155,966.6462736129761,0.0
155,156,968.6013689041138,0.0
156,157,966.1430163383484,0.0
157,158,969.378185749054,0.0
158,159,983.2951564788818,0.0
159,160,1024.5111231803894,1029.8527936935425
160,161,1005.8879699707031,0.0
161,162,989.7992472648621,0.0
162,163,1057.8399205207825,0.0
163,164,989.841691493988,0.0
164,165,982.7993502616882,0.0
165,166,976.6261377334595,0.0
166,167,972.0078239440918,0.0
167,168,975.8826956748962,0.0
168,169,979.2787027359009,0.0
169,170,967.4105076789856,1022.7865614891052
170,171,1106.9525575637817,0.0
171,172,1027.5484619140625,0.0
172,173,1011.8426570892334,0.0
173,174,1058.86674451828,0.0
174,175,1165.406186580658,0.0
175,176,1070.108510017395,0.0
176,177,1026.1097588539124,0.0
177,178,1011.0080437660217,0.0
178,179,1318.9098839759827,0.0
179,180,1098.5946488380432,1102.421838760376
180,181,1095.4165740013123,0.0
181,182,1046.4256262779236,0.0
182,183,1028.996991634369,0.0
183,184,1025.0303945541382,0.0
184,185,1024.1550889015198,0.0
185,186,1029.8928952217102,0.0
186,187,1011.1555485725403,0.0
187,188,998.0446753501892,0.0
188,189,999.1011872291565,0.0
189,190,987.6908273696899,994.1088185310364
190,191,1038.692283630371,0.0
191,192,1071.1104216575623,0.0
192,193,1043.9335923194885,0.0
193,194,1009.2455096244812,0.0
194,195,1003.470648765564,0.0
195,196,998.1600909233093,0.0
196,197,1001.5251064300537,0.0
197,198,1054.1365098953247,0.0
198,199,1044.354835987091,0.0
199,200,1036.9566369056702,1063.76198720932
